"","Name","Cluster 0","Cluster 1","Cluster 2","Cluster 3","Cluster 4","Cluster 5","Cluster 6","Cluster 7","Cluster 8","Cluster 9","Cluster 10","Cluster 11","Cluster 12","Cluster 13","Cluster 14","Cluster 15","Cluster 16","Cluster 17","Cluster 18","Cluster 19","Cluster 20","Cluster 21","Cluster 22","Cluster 23","Cluster 24","Cluster 25","Cluster 26","Cluster 27","Cluster 28","Cluster 29","Cluster 30","Cluster 31","Cluster 32","Cluster 33","Cluster 34","Cluster 35","Cluster 36","Cluster 37","Cluster 38","Cluster 39","Cluster 40","Cluster 41","Cluster 42","Cluster 43","Cluster 44","Cluster 45","Cluster 46","Cluster 47","Cluster 48","Cluster 49","Cluster 50","Cluster 51","Cluster 52","Cluster 53","Cluster 54","Cluster 55","Cluster 56","Cluster 57","Cluster 58","Cluster 59","Cluster 60","Cluster 61","Cluster 62","Cluster 63","Cluster 64","Cluster 65","Cluster 66","Cluster 67","Cluster 68","Cluster 69","Cluster 70","Cluster 71","Cluster 72","Cluster 73","Cluster 74","Cluster 75","Cluster 76","Cluster 77","Cluster 78","Cluster 79","Cluster 80","Cluster 81","Cluster 82","Cluster 83","Cluster 84","Cluster 85","Cluster 86","Cluster 87","Cluster 88","Cluster 89","Cluster 90","Cluster 91","Cluster 92","Cluster 93","Cluster 94","Cluster 95","Cluster 96","Cluster 97","Cluster 98","Cluster 99","Cluster 100","Metacluster 0","Metacluster 1","Metacluster 2","Metacluster 3","Metacluster 4","Metacluster 5","Metacluster 6","Metacluster 7","Metacluster 8","Metacluster 9","Metacluster 10","Metacluster 11","Metacluster 12","Metacluster 13","Metacluster 14","Metacluster 15","Metacluster 16"
"1","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 011121 HKM_CO025.fcs",7.29031829798533,0.982442165355637,2.80294732649607,0.472966245145873,0.42152079391948,2.25530220053769,0.134421985462511,1.08699259849315,0.273822562979189,0.683726642105613,1.38902718311262,2.3897241860002,0.839722526469514,1.09031165986259,1.92007700222377,0.582495270337549,0.0779979421819509,0.297055992565303,0.511135450894487,1.10192837465565,0.834743934415347,1.49689667761957,1.58319227322513,0.346841913106973,0.365096750638919,0.411563609811145,0.111188555876398,0.160974476418069,0.394968302963922,4.73961963556706,1.96156526934183,2.30342859039464,0.672109927312556,0.177569783265293,0.333565667629194,0.9276776527598,0.41488267118059,0.243951010654187,0.137741046831956,1.62468054034319,4.75787447309901,1.43051545023067,0.33024660625975,0.192505559427794,0.413223140495868,0.248929602708354,2.0113511898835,0.705300541007003,0.151017292309735,0.436456570081981,2.83115934813635,0.545985595273657,0.388330180225032,0.570878555544492,0.786617544558399,0.633940721563942,0.5343688804806,0.318629891466693,0.212419927644462,0.587473862391716,2.05283945700156,0.0912741876597298,0.0365096750638919,0.0697002887583391,0.235653357230575,0.648876497726443,1.10524743602509,0.701981479637559,0.813170035513957,0.522752165687544,0.687045703475057,0.217398519698629,0.209100866275017,0.255567725447244,0.713598194430615,0.720236317169504,2.04454180357795,0.71691725580006,0.939294367552856,0.287098808456968,0.444754223505593,2.10926350028212,0.645557436356998,0.38667064954031,0.667131335258389,1.05546151548342,0.383351588170865,1.78565501676126,0.884529854957018,0.866275017425072,0.965846858508414,1.34256032394039,1.10524743602509,0.476285306515317,0.803212851405622,0.994058880148694,1.55166119021541,2.23704736300574,1.2761790965515,1.04052573932092,1.97650104550433,7.29031829798533,15.2544060539679,2.38142653257659,14.0794583291845,1.38902718311262,5.27730757741711,1.08865212917787,7.0281124497992,7.53260977795479,0.248929602708354,3.88496133293505,23.5255069866242,0.197484151481961,4.07414783099339,5.62912808257825,0.642238374987554,0.476285306515317
"2","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 021221 HKM_CO066.fcs",28.7509993781647,1.22146220129697,0.954961357377632,0.186550590743537,0.190992271475526,1.09265346006929,0.0266500843919339,0.235409078795416,0.666252109798348,0.541885049302656,0.266500843919339,1.10153682153327,0.617393621746469,0.417517988806965,0.763969085902105,0.666252109798348,0.0577418495158568,0.222084036599449,0.408634627342987,0.550768410766634,0.413076308074976,1.00381984542951,0.78617748956205,0.390867904415031,0.959403038109621,0.541885049302656,0.564093452962601,0.501909922714755,0.315359331971218,0.497468241982766,0.839477658345918,1.19037043617305,0.639602025406414,0.910544550057742,0.857244381273874,0.750644043706138,0.461934796126854,0.284267566847295,0.35089277782713,0.355334458559119,0.928311272985698,1.10153682153327,0.342009416363152,0.484143199786799,0.430843031002932,0.284267566847295,2.22084036599449,0.297592609043262,0.0577418495158568,0.510793284178733,0.679577151994315,1.03935329128542,0.564093452962601,0.599626898818513,0.377542862219064,0.581860175890557,0.266500843919339,0.124367060495692,0.177667229279559,4.08634627342987,0.763969085902105,0.106600337567736,0.0222084036599449,0.364217820023097,0.342009416363152,0.186550590743537,0.17322554854757,0.435284711734921,0.719552278582215,0.515234964910722,0.644043706138403,0.515234964910722,0.972728080305588,0.981611441769566,0.946077995913654,0.235409078795416,0.319801012703207,0.324242693435196,0.310917651239229,0.315359331971218,0.697343874922271,0.950519676645643,1.23478724349294,0.244292440259394,0.635160344674425,0.444168073198898,0.155458825619614,0.506351603446744,0.688460513458293,0.972728080305588,1.38580438838056,1.82997246157946,0.972728080305588,0.404192946610998,1.32362085813272,0.550768410766634,0.457493115394865,0.595185218086524,0.586301856622546,1.78999733499156,7.67078262414498,28.7509993781647,8.21710935417962,1.61677178644399,3.77098694145865,0.266500843919339,7.1377809363063,1.51017144887625,5.85413520476148,6.39602025406414,0.284267566847295,3.36679399484765,13.8313937994137,0.493026561250777,10.3979745935862,6.47597050723994,1.22590388202896,0.404192946610998
"3","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 04112021 HKM-002_CO089.fcs",7.06136389589627,2.93998567379862,2.14166329274243,0.0986224007806742,0.329087379447092,4.07777673964724,0.158833971783612,1.06408379789675,1.48764105598638,2.46763628058592,7.8326948830546,1.40355248268917,1.51982310255692,1.26963364373436,2.22056121336697,1.24056598876743,0.0664403542101384,0.420442866486032,0.701776241344587,0.709043155086321,2.00670632325309,2.12505320418989,1.42016257124171,0.719424460431655,0.960270744443406,0.757835290209391,0.0975842702461407,0.685166152792052,0.184787235146947,0.698661849740986,0.655060367290583,3.0915527318405,1.14817237119395,0.831542558161263,1.12637162996875,1.24160411930196,0.268875808444154,0.315591682498157,0.114194358798675,0.960270744443406,0.739148940587789,2.6659192126818,0.858533952059132,0.397603994726297,0.401756516864431,0.38929895045003,0.0519065267266706,0.0114194358798675,0.100698661849741,0.65402223675605,1.19592637578249,2.65761416840554,1.44403957353598,1.08277014751835,0.145338274834678,0.0872029649008066,0.138071361092944,0.107965575591475,0.0799360511590727,1.60702606745772,0.695547458137386,0.107965575591475,0.0404870908468031,0.0820123122281396,0.300019724480156,0.426671649693232,0.482730698558037,0.601077579494846,0.74226333219139,0.522179658870306,0.776521639830992,0.403832777933497,0.35296438174136,0.184787235146947,0.637412148203515,0.316629813032691,0.958194483374339,0.112118097729609,0.344659337465093,0.167139016059879,0.250189458822552,1.05577875362048,1.39836183001651,0.115232489333209,0.30105785501469,0.781712292503659,0.109003706126008,0.760949681812991,0.153643319110945,0.692433066533786,1.3485315643589,2.09702367975749,0.457815565729235,0.177520321405213,0.530484703146574,0.268875808444154,0.433938563434966,0.465082479470969,0.428747910762299,1.38175174146397,5.10033531616265,7.06136389589627,19.3663251217208,3.8992182877075,7.27625691654469,7.8326948830546,8.22303196403916,1.40043809108557,13.0939404320699,5.11279288257706,0.38929895045003,0.288600288600289,12.1066782937287,0.230464978666418,7.4755779791751,5.76577698879857,0.300019724480156,0.177520321405213
"4","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 08112021 HKM-001_CO077.fcs",6.98593397814488,2.24328796827299,3.51579217666695,0.310279893862878,0.609860481040829,4.32465976204742,0.378755456646409,2.75828126337413,1.44939941225142,1.11344118234472,0.778196239550344,1.18976290336386,1.27535735684328,1.19974892293646,1.38663014636652,1.3887700077035,0.131244828668436,0.782475962224314,0.626979371736711,0.862364118805101,0.474335929698422,1.26679791149534,0.89517532597221,0.196867243002653,0.709007389654484,0.995748808810522,0.162629461610888,0.145510570915005,0.0920140374903706,1.07920340095295,1.05709150047077,1.25966504037205,0.347370823703957,0.196867243002653,0.370909298410796,0.718993409227082,0.292447716054666,0.143370709578019,0.165482610060201,2.59351194042626,2.6170504151331,1.3260007418186,0.141230848241034,0.12910496733145,0.24465747952866,0.319552626323148,1.8274415817855,1.39304973037747,0.329538645895746,1.47365117407059,5.04935946817313,0.613426916602471,0.455077177665554,0.607007332591515,0.562783531627151,0.940825701161231,1.35809866187338,1.39590287882679,0.805301149818825,0.475049216810751,3.1384632942452,0.137664412679392,0.0292447716054666,0.124111957545151,0.28602813204371,0.898741761533853,0.89089560329824,0.851664812120175,0.888042454848926,0.451510742103912,0.414419812262832,0.665496875802448,0.517846443550458,0.220405717709492,0.668350024251762,0.450084167879255,2.07352563553882,0.185454649205398,0.490741533281977,0.141944135353362,0.171902194071158,1.93657450997175,1.17335729978031,0.318126052098491,0.379468743758738,1.34882592941311,0.213272846586208,1.49932951011441,0.296727438728637,0.755371051955833,0.554937373391538,1.99363747895803,0.968643898542041,0.376615595309424,0.388028189106679,0.55850380895318,1.14696567662415,1.24040628833918,1.00716140260778,0.940825701161231,0.668350024251762,6.98593397814488,18.7109475306,6.12713629490142,7.20348654740506,0.778196239550344,4.91240834260607,0.875916573939342,5.31256241262233,12.7300350937259,0.319552626323148,5.51941567519758,20.2530742674541,0.291021141830009,1.80960940397729,7.25555650660504,0.538531769807983,0.376615595309424
"5","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 131221 HKM_CO046.fcs",3.24096611121513,0.767646508144542,0.73394495412844,0.511140235910878,1.52218685639393,2.85714285714286,0.0393184796854522,1.08593896274106,2.48268114585284,0.54671409848343,0.18161392997566,0.767646508144542,0.501778693128628,1.59707919865194,1.21887287024902,1.18704362478937,0.0262123197903014,1.35929601198277,0.417524808088373,0.496161767459277,0.499906384572178,0.322037071709418,0.344504774386819,0.293952443362666,0.35573862572552,0.288335517693316,0.110466204830556,0.230293952443363,0.164763152967609,1.14210821943456,0.406290956749672,0.351994008612619,0.254633963677214,0.36884478562067,0.398801722523872,0.823815764838045,0.239655495225613,0.254633963677214,0.104849279161206,1.24508519003932,2.7017412469575,0.606627972289833,0.217187792548212,0.207826249765961,0.381950945515821,0.896835798539599,1.25631904137802,0.527991012918929,0.0898708107096049,0.954877363789553,4.17712038944018,0.855645010297697,0.222804718217562,0.312675528927167,0.316420146040067,0.18535854708856,0.104849279161206,0.121700056169257,0.134806216064407,2.58940273357049,2.03894401797416,0.0430630967983524,0.0168507770080509,0.0842538850402546,0.121700056169257,0.273357049241715,0.481183299007676,0.411907882419023,0.430630967983524,1.31248829807152,3.72402171877925,0.0823815764838045,0.159146227298259,0.329526305935218,0.432503276539974,0.398801722523872,0.827560381950946,0.887474255757349,0.520501778693129,1.28065905261187,3.53304624602134,0.505523310241528,0.53735255570118,0.280846283467515,0.496161767459277,0.514884853023778,0.36884478562067,1.15146976221681,1.27691443549897,1.59146227298259,6.58116457592211,2.04456094364351,1.19266055045872,0.36510016850777,1.27878674405542,0.762029582475192,1.18329900767647,1.43044373712788,0.634712600636585,2.15689945703052,11.6532484553454,3.24096611121513,11.9865193783936,5.4109717281408,5.79292267365662,0.18161392997566,3.81389252948886,0.844411158958996,3.13798914061037,11.0054296948137,0.896835798539599,2.07451788054671,20.4811832990077,0.144167758846658,25.4914809960682,4.521625163827,0.610372589402734,0.36510016850777
"6","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 151221 HKM_CO008.fcs",3.02390643463858,3.00067669248871,2.02805748856188,0.324206401308945,1.09583783620002,6.21446101948268,0.068679237660462,1.57659249982325,2.06340709618123,1.91089878902344,1.45236387876095,1.0867479370979,1.19279675995596,1.38368464110048,1.75738049307653,2.34115401319045,0.0565593721909687,0.91201987657937,1.136237387765,3.68443910272596,2.16036601993718,0.961509327246468,0.481764652412358,0.323196412519821,0.754461625475957,1.12209754471725,0.260577107594106,0.660532668087384,0.224217511185626,1.57356253345588,1.66345153568795,1.92200866570381,0.675682499924251,0.778701356414944,1.17158699538435,1.47357364333256,0.320166446152448,0.322186423730697,0.0403995515649776,1.50185332942804,2.85826827322217,1.29783559402491,0.354506064982679,0.619123127733282,0.814050964034299,0.631242993202775,1.41398430477422,0.479744674834109,0.0464594842997243,0.890810112007757,3.27943359828706,1.55033279130602,0.513074304875216,0.535294058235954,0.743351748795588,0.300976659159083,0.194927836301017,0.167658138994657,0.150488329579542,1.3927745402026,0.758501580632455,0.0515094282453465,0.0302996636737332,0.128268576218804,0.156548262314288,0.240377331811617,0.33430628920019,0.50499439456222,0.494894506670976,0.46863479815374,1.31702538101827,0.220177556029128,0.515094282453465,0.445405056003878,0.428235246588763,0.238357354233368,0.699922230863237,0.12725858742968,0.339356233145812,0.249467230913737,0.531254103079456,2.01391764551413,0.311076547050328,0.195937825090141,0.460554887840745,0.64134288109402,0.187857914777146,0.890810112007757,0.328246356465443,1.00796881154619,2.26742483158437,1.33924513437901,0.33430628920019,0.293906737635212,0.71406207391098,0.510044338507843,0.543373968548949,0.626193049257153,0.600943329529042,1.05947823979154,4.45708052640616,3.02390643463858,21.38651260971,5.81349547020028,13.8509862540526,1.45236387876095,8.11929987577138,1.29379563886841,7.59208572784842,7.82337316055792,0.631242993202775,2.38963347506843,12.1713748977386,0.210077668137884,8.57278484208825,4.73381745462625,0.64134288109402,0.293906737635212
"7","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 171121 HKM_CO004.fcs",15.2264808362369,0.39198606271777,0.156794425087108,0.0435540069686411,0.0696864111498258,1.08885017421603,0.0348432055749129,0.322299651567944,0.531358885017422,0.757839721254355,0.566202090592335,0.749128919860627,0.139372822299652,0.278745644599303,0.322299651567944,0.200348432055749,0.0522648083623693,0.0871080139372822,0.156794425087108,0.48780487804878,0.583623693379791,0.470383275261324,0.339721254355401,0.0958188153310105,0.156794425087108,0.14808362369338,0.0261324041811847,0.0435540069686411,0.0871080139372822,0.139372822299652,0.444250871080139,1.75087108013937,0.618466898954704,0.182926829268293,0.609756097560976,0.775261324041812,0.0435540069686411,0.0609756097560976,0,0.139372822299652,0.426829268292683,1.98606271777003,0.182926829268293,0.339721254355401,0.444250871080139,0.270034843205575,0.104529616724739,0.00871080139372822,0.00871080139372822,0.0609756097560976,0.14808362369338,1.25435540069686,0.113240418118467,0.139372822299652,0.104529616724739,0.0435540069686411,0.48780487804878,0.121951219512195,0.078397212543554,0.200348432055749,0.0348432055749129,0.714285714285714,0.104529616724739,0.139372822299652,0.313588850174216,1.38501742160279,2.9006968641115,1.84668989547038,1.68118466898955,0.365853658536585,0.0348432055749129,5.97560975609756,2.63066202090592,0.348432055749129,1.26306620209059,0.609756097560976,3.39721254355401,0.165505226480836,0.871080139372822,0.139372822299652,0.0435540069686411,14.1463414634146,3.10104529616725,0.409407665505227,0.714285714285714,2.00348432055749,0.505226480836237,2.85714285714286,0.470383275261324,1.07142857142857,0.130662020905923,3.29268292682927,1.62020905923345,2.13414634146341,0.48780487804878,0.775261324041812,1.41114982578397,2.23867595818815,1.77700348432056,0.940766550522648,0.0435540069686411,15.2264808362369,3.91114982578397,1.18466898954704,2.8397212543554,0.566202090592335,3.16202090592334,0.200348432055749,6.14982578397213,0.583623693379791,0.270034843205575,0.644599303135889,30.3919860627178,0.958188153310105,0.252613240418118,30.7665505226481,0.757839721254355,2.13414634146341
"8","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 191021 HKM_CO011.fcs",99.9063670411985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936329588014981,0,0,0,0,0,0,0,0,99.9063670411985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936329588014981,0,0
"9","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 201221 HKM_CO010.fcs",2.3738815549978,4.04843561397122,2.16695725480428,0.283562929894813,0.517310750483781,1.19173069185523,0.0919663556415611,0.59203341444255,0.618856934838005,1.23962983541854,4.88762860920047,0.977142528691587,1.77035234610005,0.501983024543521,0.339125936428257,0.954150939781197,0.0555630065334432,0.423428429099688,0.582453585729887,0.561377962562029,0.708907324737034,0.84302492671431,0.521142681968846,0.494319161573391,0.266319238212021,0.78171402295327,0.0517310750483781,0.300806621577606,0.318050313260399,1.11700802789646,0.783629988695802,0.739562776617554,0.367865422566244,0.482823367118196,0.547966202364302,0.743394708102619,0.20500833445098,0.321882244745464,0.241411683559098,1.01162991205717,2.14971356312149,1.15532734274711,0.605445174640277,0.415764566129558,0.208840265936045,0.185848677025655,0.0613109037610408,0.0306554518805204,0.272067135439618,0.793209817408465,2.32598241143448,1.50594907363056,0.239495717816565,0.563293928304562,0.0823865269288985,0.137949533462342,0.296974690092541,0.383193148506505,0.41768053187209,1.80100779798057,1.31243653363478,0.0478991435633131,0.0153277259402602,0.241411683559098,0.444504052267545,0.655260283946123,0.749142605330217,0.814285440576322,1.06719291859062,1.28178108175426,2.77431839518709,0.168604985342862,0.40235280593183,0.739562776617554,1.38332726610848,1.12083995938153,0.98672235740425,1.22813404096335,0.720403119192229,1.24154580116108,2.88736037399651,0.856436686912038,1.31818443086238,0.436840189297415,1.24154580116108,0.969478665721457,0.503898990286054,1.23196597244841,1.48487345046271,1.65922633303317,3.82618358783745,2.82413350449294,1.11892399363899,0.273983101182151,1.73394899699193,1.6553944015481,1.32968022531757,1.28369704749679,1.47529362175004,1.92171363976012,3.91431801199395,2.3738815549978,13.5937769432683,2.36430172628513,6.56026670243136,4.88762860920047,4.71902362385761,1.45421799858219,5.25932596325178,7.24426647251547,0.185848677025655,0.526890579196444,28.984729753032,0.304638553062671,13.402180369015,6.68863640718104,1.17640296591497,0.273983101182151
"10","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 221121 HKM_CO059.fcs",5.22734184914842,0.0722323600973236,0.376368613138686,0.182481751824818,0.136861313868613,1.24695863746959,0.201490267639903,1.86283454987835,0.790754257907543,0.8705900243309,1.3838199513382,1.96548053527981,0.0760340632603406,0.402980535279805,1.29638077858881,0.193886861313869,0.0380170316301703,0.612074209245742,0.406782238442822,0.642487834549878,0.570255474452555,0.619677615571776,1.71456812652068,0.254714111922141,0.334549878345499,0.0836374695863747,0.0684306569343066,0.182481751824818,0.216697080291971,3.41392944038929,1.60431873479319,1.88944647201946,0.471411192214112,0.163473236009732,0.125456204379562,1.30398418491484,0.703315085158151,0.714720194647202,0.0950425790754258,4.96882603406326,2.91970802919708,2.67259732360097,0.159671532846715,0.171076642335766,0.581660583941606,0.813564476885645,3.94616788321168,1.07588199513382,0.1786800486618,0.718521897810219,7.67563868613139,0.718521897810219,0.292731143552311,0.414385644768856,1.11770072992701,1.01885644768856,0.764142335766423,0.562652068126521,0.368765206812652,0.326946472019465,3.02995742092457,0.114051094890511,0.00760340632603406,0.0646289537712895,0.159671532846715,0.38397201946472,0.672901459854015,0.901003649635037,0.851581508515815,0.48661800486618,0.410583941605839,0.372566909975669,0.190085158150852,0.288929440389294,0.463807785888078,0.296532846715328,1.23175182481752,0.353558394160584,0.881995133819951,0.285127737226277,0.494221411192214,1.77539537712895,1.71456812652068,0.593065693430657,0.676703163017032,0.669099756690998,0.368765206812652,1.81721411192214,1.06447688564477,1.63473236009732,0.657694647201946,2.51292579075426,2.53573600973236,0.779349148418491,0.859184914841849,0.851581508515815,0.72992700729927,1.55869829683698,1.45225060827251,1.15571776155718,0.669099756690998,5.22734184914842,6.56934306569343,3.91195255474453,10.0212895377129,1.3838199513382,5.50486618004866,1.38762165450122,7.73646593673966,16.7198905109489,0.813564476885645,6.80504866180049,20.7382907542579,0.186283454987835,2.231599756691,9.10127737226277,0.881995133819951,0.779349148418491
