"","Name","Cluster 0","Cluster 1","Cluster 2","Cluster 3","Cluster 4","Cluster 5","Cluster 6","Cluster 7","Cluster 8","Cluster 9","Cluster 10","Cluster 11","Cluster 12","Cluster 13","Cluster 14","Cluster 15","Cluster 16","Cluster 17","Cluster 18","Cluster 19","Cluster 20","Cluster 21","Cluster 22","Cluster 23","Cluster 24","Cluster 25","Cluster 26","Cluster 27","Cluster 28","Cluster 29","Cluster 30","Cluster 31","Cluster 32","Cluster 33","Cluster 34","Cluster 35","Cluster 36","Cluster 37","Cluster 38","Cluster 39","Cluster 40","Cluster 41","Cluster 42","Cluster 43","Cluster 44","Cluster 45","Cluster 46","Cluster 47","Cluster 48","Cluster 49","Cluster 50","Cluster 51","Cluster 52","Cluster 53","Cluster 54","Cluster 55","Cluster 56","Cluster 57","Cluster 58","Cluster 59","Cluster 60","Cluster 61","Cluster 62","Cluster 63","Cluster 64","Cluster 65","Cluster 66","Cluster 67","Cluster 68","Cluster 69","Cluster 70","Cluster 71","Cluster 72","Cluster 73","Cluster 74","Cluster 75","Cluster 76","Cluster 77","Cluster 78","Cluster 79","Cluster 80","Cluster 81","Cluster 82","Cluster 83","Cluster 84","Cluster 85","Cluster 86","Cluster 87","Cluster 88","Cluster 89","Cluster 90","Cluster 91","Cluster 92","Cluster 93","Cluster 94","Cluster 95","Cluster 96","Cluster 97","Cluster 98","Cluster 99","Cluster 100","Metacluster 0","Metacluster 1","Metacluster 2","Metacluster 3","Metacluster 4","Metacluster 5","Metacluster 6","Metacluster 7"
"1","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 011121 HKM_CO025.fcs",7.29031829798533,1.01729230973481,0.627302598825052,3.90819476252116,1.13843804971954,2.32832155066547,0.137741046831956,0.187526967373627,0.104550433137509,2.03292508878489,1.31932689435428,0.375053934747253,0.642238374987554,1.18656443957649,3.86338743403366,0.959208735769524,0.169272129841681,0.21076039695974,0.360118158584752,0.73849115470145,0.954230143715357,0.715257725115337,0.446413754190315,0.582495270337549,2.50257227256132,2.16568754356268,0.411563609811145,0.438116100766703,0.0862955956055627,0.368415812008364,0.610707291977829,0.940953898237578,0.112848086561121,0.680407580736168,0.592452454445883,0.582495270337549,1.3657937535265,0.947592020976468,0.290417869826413,0.195824620797239,0.17591025258057,0.229015234491686,0.439775631451426,0.149357761625012,1.41889873543762,0.229015234491686,0.472966245145873,0.662152743204222,0.146038700255568,0.21076039695974,0.967506389193136,0.934315775498689,0.381692057486143,0.726874439908394,2.00139400577517,0.411563609811145,0.338544259683362,0.0746788808125062,0.268843970925022,0.184207906004182,0.404925487072256,0.255567725447244,0.404925487072256,0.0846360649208404,0.82976534236118,0.806531912775067,0.132762454777789,0.0398287364333367,1.70267848252514,2.29513093697102,2.01964884330711,1.2396694214876,0.463009061037539,1.07371635301537,0.21076039695974,2.09598725480434,0.602409638554217,0.0132762454777789,1.39400577516678,1.5217896378904,2.71831126157523,1.06375916890703,1.09031165986259,0.564240432805603,0.677088519366723,1.26788144312788,1.46038700255568,0.0779979421819509,0.765043645657008,1.6844236449932,2.16236848219324,1.07537588370009,2.62371801254605,3.32072090012944,1.09694978260148,1.14507617245843,1.49523714693485,0.214079458329185,0.852998771947293,1.35251750804872,1.68940223704736,7.29031829798533,4.87736068239902,21.0262537754323,6.8870523415978,5.50300375053935,22.2974542799296,28.1373427594676,3.98121411264894
"2","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 021221 HKM_CO066.fcs",28.7509993781647,0.213200675135471,0.230967398063427,0.284267566847295,0.359776139291108,0.546326730034645,0.190992271475526,0.799502531758017,0.484143199786799,0.954961357377632,1.54126321400018,0.759527405170116,0.239850759527405,0.56853513369459,0.390867904415031,0.328684374167185,0.186550590743537,0.0843919339077907,0.430843031002932,1.4924047259483,0.906102869325753,0.328684374167185,0.279825886115306,0.688460513458293,0.559651772230612,0.430843031002932,4.23736341831749,3.32681886825975,0.30647597050724,0.0577418495158568,0.293150928311273,0.204317313671493,0.626276983210447,0.248734120991383,0.763969085902105,0.168783867815581,4.66376476858843,3.14026827751621,1.97210624500311,0.26205916318735,0.475259838322821,0.293150928311273,0.359776139291108,1.50128808741228,1.66118859376388,0.195433952207515,0.337567735631163,1.25699564715288,0.444168073198898,0.30647597050724,0.635160344674425,0.715110597850227,0.70178555565426,0.719552278582215,1.31917917740073,0.168783867815581,0.128808741227681,0.111042018299725,0.257617482455361,0.310917651239229,0.501909922714755,0.870569423469841,0.706227236386249,0.515234964910722,0.777294128098072,0.408634627342987,0.124367060495692,0.0533001687838678,0.435284711734921,1.07932841787332,0.501909922714755,1.46575464155636,0.684018832726304,0.759527405170116,0.493026561250777,0.914986230789731,0.230967398063427,0.0222084036599449,0.484143199786799,0.26205916318735,0.470818157590832,0.768410766634094,0.750644043706138,0.728435640046193,0.87501110420183,0.342009416363152,0.879452784933819,0.0799502531758017,0.484143199786799,0.977169761037577,0.803944212490006,0.590743537354535,1.58568002132007,1.03935329128542,0.466376476858843,0.768410766634094,0.812827573953984,0.199875632939504,0.546326730034645,0.799502531758017,0.537443368570667,28.7509993781647,2.88265079506085,5.91187705427734,7.04450564093453,20.1829972461579,9.87385626721151,20.7026738918007,4.65043972639247
"3","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 04112021 HKM-002_CO089.fcs",7.06136389589627,1.05266436201688,0.386184558846429,1.11599032462342,1.18450693990262,1.27482429640703,0.119385011471342,0.319744204636291,0.268875808444154,0.947813178029005,1.84994861253854,1.75028808122333,0.974804571926874,0.351926251206827,0.621840190185514,0.399680255795364,0.160910232852679,0.128728186282143,0.35296438174136,1.64232250563186,0.390337080984563,2.03785023928909,1.39524743841291,0.323896726774425,0.239808153477218,0.377879514570162,1.77520321405213,1.23848972769836,0.0778597900900059,0.0716310068828055,0.228388717597351,7.26795187226842,0.649869714617916,2.03265958661642,0.319744204636291,0.0487921351230704,2.92648997684969,2.62127959969687,2.11986255151723,0.106927445056941,0.0903173565044069,0.339468684792426,0.508683961921372,0.143262013765611,0.105889314522408,0.109003706126008,0.394489603122697,0.931203089476471,0.409023430606164,0.145338274834678,0.339468684792426,1.2987012987013,0.665441672635917,1.44092518193238,0.0840885732972064,0.138071361092944,0.141185752696544,0.0550209183302708,0.0861648343662732,0.0695547458137386,0.226312456528284,1.45545900941584,0.907326087182202,0.478578176419903,1.3454171727553,0.205549845837616,0.0602115710029379,0.0373726992432028,0.376841384035629,0.429786041296833,0.777559770365526,3.40195376166599,1.49075544758998,0.810779947470595,0.651945975686983,2.82579131499995,0.228388717597351,0.0103813053453341,0.820123122281396,0.733958287915122,0.576162446666044,2.47178880272405,1.15855367653929,1.39420930787837,1.786622649932,1.27482429640703,2.65449977680194,0.0446396129849367,0.493112003903371,0.682051761188452,0.518027136732173,0.30417224661829,3.69366844186988,2.1499683370187,0.867877126869933,2.09806181029203,2.52784785158886,0.223198064924684,0.590696274149512,0.676861108515785,0.828428166557663,7.06136389589627,15.5148608386018,8.68084752976839,6.20075368276807,12.7762724885027,8.48152646713798,40.8130638346466,0.471311262678169
"4","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 08112021 HKM-001_CO077.fcs",6.98593397814488,2.91948415076036,0.737538874147622,1.27036434705698,1.74398698964307,2.73688265000428,0.32311906188479,0.391594624668322,0.343804388142315,1.68763730776912,1.8074695426403,1.73114782162116,0.974350195440669,0.525692601786071,1.75539958344033,2.11204313960455,0.742531883933921,0.301720448514936,0.748951467944877,1.37022454278296,0.858084396131131,0.432965277183372,0.698308082969557,0.631972381523011,1.26394476304602,5.02938742902793,0.534252047134012,0.206139975462923,0.0385175040657365,0.25393021198893,0.557077234728523,0.723273131901053,0.126251818882136,0.274615538246455,0.169762332734172,1.83386116579646,0.422979257610773,0.554224086279209,0.752517903506519,0.318126052098491,0.156209877599932,0.238237895517704,0.456503751890211,0.2632029444492,2.08279836799909,0.152643442038289,0.160489600273902,0.24465747952866,0.241091043967018,0.529259037347713,1.26965105994465,1.00644811549545,0.282461696482068,0.531398898684699,1.93586122285943,1.86809894718822,0.0884476019287283,0.0641958401095609,0.278181973808097,0.226825301720449,0.751091329281863,0.249650489314959,0.236098034180718,0.171188906958829,0.83525920853662,0.193300807441011,0.151216867813632,0.094153898827356,0.447944306542269,0.642671688207937,1.63984707124312,1.47365117407059,0.457217039002539,0.651944420668207,0.6091471939285,2.34314816399897,0.657650717566835,0.0527832463123056,1.05923136180775,1.46794487717196,1.71759536648692,0.851664812120175,0.583468857884676,0.734685725698308,1.41088190818568,1.90875631259094,2.75828126337413,0.121258809095837,0.477902365260064,1.33242032582955,0.990755799024223,0.787468972010614,1.51858826214728,1.96225284601558,1.30460212844874,2.63844902850295,1.98650460783475,0.373049159747782,1.0378327484379,1.20688179405974,1.14482581528717,6.98593397814488,8.34331935290593,20.5662073097663,8.32049416531142,3.58569431367514,16.4170161773517,29.6313732203487,6.14996148249593
"5","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 131221 HKM_CO046.fcs",3.24096611121513,0.9118142669912,0.878112712975098,0.327653997378768,0.956749672346003,3.04062909567497,0.18535854708856,0.106721587717656,0.0655307994757536,0.520501778693129,1.69443924358734,3.28964613368283,0.202209324096611,0.803220370717094,2.01273169818386,0.797603445047744,0.217187792548212,0.0430630967983524,0.0898708107096049,0.747051114023591,1.34431754353117,0.301441677588467,0.417524808088373,0.410035573862573,1.38738064032953,2.90582287961056,2.63621044748175,2.59314735068339,0.273357049241715,0.0767646508144542,0.295824751919116,0.116083130499906,0.147912375959558,0.404418648193222,0.241527803782063,0.140423141733758,6.76277850589777,8.17449915746115,3.60232166261,0.18348623853211,0.308930911814267,0.0992323534918555,1.05598202583786,0.153529301628908,0.481183299007676,0.142295450290208,2.03894401797416,4.96910690881857,3.82887099794046,0.37071709417712,1.07096049428946,0.666541846096237,0.387567871185171,0.329526305935218,1.37240217187793,0.207826249765961,0.0861261935967047,0.273357049241715,0.441864819322224,0.284590900580416,1.02789739749111,0.471821756225426,0.262123197903014,0.425014042314173,0.432503276539974,0.224677026774012,0.230293952443363,0.0374461711290021,1.04474817449916,1.52218685639393,1.00730200337016,0.756412656805842,0.72271110278974,0.630967983523685,0.561692566935031,1.65699307245834,1.34431754353117,0.0299569369032016,0.477438681894776,0.627223366410784,1.53716532484553,0.454970979217375,0.252761655120764,0.406290956749672,0.604755663733383,0.675903388878487,2.85152593147351,0.0318292454596518,0.250889346564314,0.885601947200899,1.18891593334582,0.406290956749672,0.554203332709231,0.353866317169069,0.438120202209324,0.36510016850777,2.09136865755476,0.123572364725707,0.417524808088373,0.883729638644449,0.615989515072084,3.24096611121513,6.26474442988204,13.9730387567871,4.98408537727017,35.6805841602696,13.7052986332148,19.9363415090807,2.21494102228047
"6","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 151221 HKM_CO008.fcs",3.02390643463858,1.43014412540021,0.895860055953379,1.52104311642141,1.47155366575431,2.72595974184687,0.26158709638323,0.37975578471079,0.164628172627284,2.07249699528335,1.37156477563099,2.6613204593429,1.43418408055671,2.94512730908687,1.9462483966428,1.10997767924776,0.139378452899173,0.0383795739867287,0.129278565007928,0.406015493228025,0.232297421498621,1.14532728686712,1.48064356485643,1.86241932714547,0.794861177040935,0.560543777964065,1.29480562765753,0.994838957287574,0.144428396844795,0.0757491591843331,0.353496076193554,1.20390663663633,0.798901132197433,1.51498318368666,0.354506064982679,0.187857914777146,2.76534930462272,3.01885649069295,1.50084334063892,0.184827948409773,0.22522749997475,0.531254103079456,0.867580369857895,0.33430628920019,1.16754704022785,0.0696892264495864,0.535294058235954,1.38065467473311,0.705982163597984,0.206037712981386,0.658512690509135,1.90887881144519,0.554483845229318,0.598923351950793,1.11098766803688,0.290876771267839,0.0979689125450707,0.0919089798103241,0.104028845279817,0.156548262314288,0.355516053771803,0.954439405722596,0.836270717395037,0.925149730837988,0.708002141176233,0.137358475320924,0.114128733171062,0.0424195291432265,0.350466109826181,0.878690246538263,0.949389461776974,1.6240619729121,1.06856813889366,0.70497217480886,1.02311864338306,2.94714728666512,0.87566028017089,0.00908989910211997,0.799911120986557,0.516104271242589,0.653462746563513,0.799911120986557,0.809001020088677,0.882730201694761,2.25530496611488,1.50791326216279,5.21962206219511,0.0151498318368666,0.439345123269132,0.916059831735868,0.919089798103241,1.08068800436315,2.13511630020907,0.959489349668219,1.16754704022785,1.64022179353809,2.6572805041864,0.102008867701569,0.395915605336781,0.744361737584713,0.684772399026371,3.02390643463858,11.0502873418105,17.465736130329,5.22366201735161,12.6349597519468,10.0342386199513,37.6634919352395,2.90371776873277
"7","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 171121 HKM_CO004.fcs",15.2264808362369,0.313588850174216,0.104529616724739,0.63588850174216,0.121951219512195,0.121951219512195,0.0174216027874564,2.3780487804878,3.47560975609756,13.3101045296167,3.31010452961672,0.574912891986063,0.200348432055749,0.174216027874564,0.24390243902439,0.0522648083623693,0.00871080139372822,1.77700348432056,3.52787456445993,3.1794425087108,1.0801393728223,0.513937282229965,0.574912891986063,0.191637630662021,0.156794425087108,0.0522648083623693,0.0174216027874564,0.00871080139372822,0,0.14808362369338,2.42160278745645,0.339721254355401,0.0609756097560976,0.522648083623693,0.0696864111498258,0,0.0174216027874564,0,0.0261324041811847,0.757839721254355,0.139372822299652,0.331010452961672,0.331010452961672,0.0609756097560976,0.0435540069686411,0.00871080139372822,0.00871080139372822,0,0,1.03658536585366,1.47212543554007,0.722996515679443,0.348432055749129,0.252613240418118,0.104529616724739,0.0174216027874564,0,0,0.24390243902439,0.722996515679443,0.871080139372822,0.749128919860627,0.461672473867596,0.209059233449477,0.14808362369338,0.00871080139372822,0.0261324041811847,0.0174216027874564,0.531358885017422,1.28048780487805,2.63937282229965,1.84668989547038,0.871080139372822,0.574912891986063,0.0958188153310105,0.39198606271777,0.078397212543554,0,2.08188153310105,4.13763066202091,3.07491289198606,0.24390243902439,0.766550522648084,0.139372822299652,0.226480836236934,0.14808362369338,0.801393728222996,0,1.13240418118467,1.698606271777,2.02090592334495,0.331010452961672,2.04703832752613,0.270034843205575,0.0696864111498258,0.39198606271777,0.505226480836237,0.130662020905923,2.49128919860627,2.25609756097561,2.67421602787456,15.2264808362369,2.68292682926829,2.3780487804878,34.6080139372822,0.322299651567944,31.0191637630662,13.5365853658537,0.226480836236934
"8","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 191021 HKM_CO011.fcs",99.9063670411985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936329588014981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9063670411985,0,0,0.0936329588014981,0,0,0,0
"9","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 201221 HKM_CO010.fcs",2.3738815549978,0.557546031076964,0.59203341444255,1.0307895694825,1.23388193819095,2.21102446688253,0.277815032667216,0.308470484547736,0.155193225145134,0.85068878968444,2.50799915697507,0.79704174889353,0.450251949495143,0.81236947483379,1.74736075718966,0.639932558005863,0.312302416032801,0.044067212078248,0.134117601977277,1.77418427758512,1.00013411760198,1.14957944551951,0.743394708102619,0.318050313260399,0.544134270879237,0.921579522158144,1.99068840649129,1.34117601977277,0.375529285536375,0.136033567719809,0.216504128906175,4.55999846722741,0.195428505738317,0.563293928304562,0.429176326327285,0.170520951085395,3.03680570191405,3.19391489280172,2.16312532331922,0.342957867913322,0.542218305136704,0.153277259402602,0.388941045734102,0.0689747667311709,0.0670588009886383,0.233747820588968,2.01942789262928,3.60967945893127,2.38346138371046,0.530722510681509,1.5021171421455,0.691663633054241,0.335294004943192,0.626520797808135,0.143697430689939,0.130285670492212,1.27986511601173,0.465579675435403,0.350621730883452,0.24332764930163,0.613109037610408,0.624604832065603,0.457915812465273,0.500067058800989,0.415764566129558,0.298890655835074,0.283562929894813,0.155193225145134,1.5787557718468,2.46776387638189,1.25112562987374,1.18215086314257,1.19939455482536,0.752974536815282,0.381277182763972,0.413848600387025,0.467495641177936,0.0172436916827927,1.13616768532179,0.854520721169506,1.47529362175004,1.18598279462763,0.60736114038281,1.26453739007147,2.37771348648286,0.699327496024371,1.23005000670588,0.0306554518805204,1.43889027264193,2.37196558925526,2.11905811124097,0.145613396432472,0.883260207307493,0.64568045523346,2.32406644569195,2.23018412430786,0.919663556415611,0.283562929894813,1.32968022531757,2.01559596114421,1.40057095779127,2.3738815549978,9.04527427049604,11.4459793458893,7.12739256222099,22.209874887437,23.2138409365241,24.1737397735328,0.41001666890196
"10","FlowSOM_c01_COVID-19 STUDY CyTOF FIXED 221121 HKM_CO059.fcs",5.22734184914842,1.57010340632603,1.09108880778589,3.20863746958637,3.70666058394161,6.7176094890511,0.167274939172749,0.197688564476886,0.182481751824818,1.7183698296837,2.0757299270073,0.93521897810219,0.999847931873479,0.828771289537713,2.80565693430657,2.26581508515815,0.296532846715328,0.250912408759124,0.440997566909976,2.07953163017032,2.60796836982968,0.467609489051095,0.558850364963504,0.193886861313869,1.2507603406326,3.38731751824818,0.38397201946472,0.129257907542579,0.0342153284671533,0.460006082725061,0.984641119221411,1.2507603406326,0.182481751824818,0.254714111922141,0.231903892944039,0.319343065693431,0.364963503649635,0.558850364963504,0.520833333333333,0.300334549878346,0.182481751824818,0.193886861313869,1.18993309002433,0.136861313868613,1.5853102189781,0.395377128953771,0.171076642335766,0.368765206812652,0.467609489051095,0.220498783454988,0.817366180048662,0.969434306569343,0.532238442822384,0.684306569343066,4.32633819951338,1.2507603406326,0.186283454987835,0.0532238442822384,0.0988442822384428,0.239507299270073,0.38397201946472,0.277524330900243,0.228102189781022,0.117852798053528,1.12150243309002,0.798357664233577,0.133059610705596,0.0494221411192214,0.539841849148418,2.20498783454988,1.52068126520681,2.49391727493917,0.505626520681265,1.10249391727494,0.129257907542579,1.16332116788321,0.212895377128954,0.0304136253041363,1.23555352798054,1.1823296836983,1.55489659367397,0.55124695863747,0.885796836982968,0.0760340632603406,0.110249391727494,0.20529197080292,0.916210462287105,0.0266119221411192,0.513229927007299,1.31538929440389,3.26186131386861,1.57390510948905,2.03010948905109,1.96167883211679,0.0608272506082725,0.110249391727494,0.52463503649635,0.0798357664233577,0.501824817518248,1.03406326034063,1.99589416058394,5.22734184914842,7.05596107055961,26.0302615571776,10.9983272506083,3.33789537712895,19.0047141119221,21.0462287104623,7.2992700729927
